Administrative_District,Year,Population_Density,Log_PopDens,Normalized_Local_Density,Normalized_London_Density,Share_of_London_Pop,Tube Stations per Person,Map_Code,Tube_Stations_Add,Tube_Stations_Cum,Train_Stations,Tube_Station_Density,Train_Station_Density,Area,Population,Ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,Barking_and_Dagenham,Barnet,Bexley,Brent,Bromley,Camden,City_of_London,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith_and_Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington_and_Chelsea,Kingston_upon_Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond_upon_Thames,Southwark,Sutton,Tower_Hamlets,Waltham_Forest,Wandsworth,Westminster
Richmond,2001,3002,8.01,0.85,0.06,0.02,0.00,15,0,2,,0.034837136,,57.41,172327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Southwark,1801,3983,8.29,0.20,0.08,0.11,0.00,7,0,0,,0,,28.85,114901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1811,4806,8.48,0.24,0.09,0.12,0.00,7,0,0,,0,,28.85,138644,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1821,5986,8.70,0.30,0.12,0.12,0.00,7,0,0,,0,,28.85,172699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1831,7096,8.87,0.35,0.14,0.12,0.00,7,0,0,,0,,28.85,204734,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1841,5093,8.54,0.25,0.10,0.08,0.00,7,0,0,,0,,28.85,146922,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1851,5790,8.66,0.29,0.11,0.07,0.00,7,0,0,,0,,28.85,167045,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1861,9834,9.19,0.49,0.19,0.09,0.00,7,0,0,,0,,28.85,283723,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1871,13879,9.54,0.69,0.27,0.10,0.00,7,0,0,,0,,28.85,400401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1881,17923,9.79,0.89,0.35,0.11,0.00,7,0,0,,0,,28.85,517080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1891,19993,9.90,1.00,0.39,0.10,0.00,7,5,5,,0.173310225,,28.85,576786,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1901,20037,9.91,1.00,0.39,0.09,0.00,7,1,6,,0.20797227,,28.85,578059,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1911,20081,9.91,1.00,0.39,0.08,0.00,7,1,7,,0.242634315,,28.85,579338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1921,19290,9.87,0.96,0.38,0.07,0.00,7,0,7,,0.242634315,,28.85,556520,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1931,18531,9.83,0.92,0.36,0.07,0.00,7,0,7,,0.242634315,,28.85,534615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1941,14734,9.60,0.73,0.29,0.05,0.00,7,0,7,,0.242634315,,28.85,425088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1951,11716,9.37,0.58,0.23,0.04,0.00,7,0,7,,0.242634315,,28.85,338003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1961,10299,9.24,0.51,0.20,0.04,0.00,7,0,7,,0.242634315,,28.85,297132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1971,9054,9.11,0.45,0.18,0.04,0.00,7,0,7,,0.242634315,,28.85,261203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1981,7269,8.89,0.36,0.14,0.03,0.00,7,0,7,,0.242634315,,28.85,209724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,1991,7870,8.97,0.39,0.15,0.03,0.00,7,0,7,,0.242634315,,28.85,227060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Southwark,2001,8488,9.05,0.42,0.17,0.03,0.00,7,5,12,,0.415944541,,28.85,244867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sutton,1801,88,4.47,0.02,0.00,0.00,0.00,18,0,0,,0,,43.85,3838,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1811,96,4.57,0.02,0.00,0.00,0.00,18,0,0,,0,,43.85,4220,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1821,111,4.71,0.03,0.00,0.00,0.00,18,0,0,,0,,43.85,4856,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1831,126,4.83,0.03,0.00,0.00,0.00,18,0,0,,0,,43.85,5514,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1841,141,4.95,0.03,0.00,0.00,0.00,18,0,0,,0,,43.85,6169,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1851,147,4.99,0.04,0.00,0.00,0.00,18,0,0,,0,,43.85,6425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1861,269,5.60,0.07,0.01,0.00,0.00,18,0,0,,0,,43.85,11807,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1871,392,5.97,0.10,0.01,0.00,0.00,18,0,0,,0,,43.85,17190,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1881,515,6.24,0.13,0.01,0.00,0.00,18,0,0,,0,,43.85,22573,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1891,636,6.45,0.16,0.01,0.01,0.00,18,0,0,,0,,43.85,27883,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1901,900,6.80,0.22,0.02,0.01,0.00,18,0,0,,0,,43.85,39454,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1911,1273,7.15,0.31,0.02,0.01,0.00,18,0,0,,0,,43.85,55828,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1921,1722,7.45,0.42,0.03,0.01,0.00,18,0,0,,0,,43.85,75509,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1931,2329,7.75,0.57,0.05,0.01,0.00,18,0,0,,0,,43.85,102132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1941,3056,8.02,0.75,0.06,0.02,0.00,18,0,0,,0,,43.85,134002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1951,4010,8.30,0.98,0.08,0.02,0.00,18,0,0,,0,,43.85,175821,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1961,3941,8.28,0.96,0.08,0.02,0.00,18,0,0,,0,,43.85,172817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1971,3874,8.26,0.95,0.08,0.02,0.00,18,0,0,,0,,43.85,169879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1981,3821,8.25,0.93,0.07,0.03,0.00,18,0,0,,0,,43.85,167566,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,1991,3908,8.27,0.95,0.08,0.02,0.00,18,0,0,,0,,43.85,171373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutton,2001,4097,8.32,1.00,0.08,0.03,0.00,18,0,0,,0,,43.85,179667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tower Hamlets,1801,6620,8.80,0.22,0.13,0.13,0.00,8,0,0,,0,,19.77,130871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1811,8129,9.00,0.27,0.16,0.13,0.00,8,0,0,,0,,19.77,160718,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1821,9911,9.20,0.33,0.19,0.14,0.00,8,0,0,,0,,19.77,195941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1831,11711,9.37,0.40,0.23,0.13,0.00,8,0,0,,0,,19.77,231534,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1841,13923,9.54,0.47,0.27,0.14,0.00,8,0,0,,0,,19.77,275250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1851,16720,9.72,0.57,0.33,0.14,0.00,8,0,0,,0,,19.77,330548,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1861,20744,9.94,0.70,0.41,0.13,0.00,8,0,0,,0,,19.77,410101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1871,24767,10.12,0.84,0.49,0.13,0.00,8,0,0,,0,,19.77,489653,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1881,28791,10.27,0.97,0.56,0.12,0.00,8,0,0,,0,,19.77,569205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1891,29587,10.30,1.00,0.58,0.11,0.00,8,10,10,,0.505816894,,19.77,584936,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1901,29243,10.28,0.99,0.57,0.09,0.00,8,0,10,,0.505816894,,19.77,578143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1911,28904,10.27,0.98,0.57,0.08,0.00,8,8,18,,0.91047041,,19.77,571438,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1921,26763,10.19,0.90,0.52,0.07,0.00,8,2,20,,1.011633789,,19.77,529114,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1931,24783,10.12,0.84,0.49,0.06,0.00,8,0,20,,1.011633789,,19.77,489956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1941,17085,9.75,0.58,0.33,0.04,0.00,8,0,20,,1.011633789,,19.77,337774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1951,11778,9.37,0.40,0.23,0.03,0.00,8,2,22,,1.112797167,,19.77,232860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1961,9906,9.20,0.33,0.19,0.03,0.00,8,0,22,,1.112797167,,19.77,195833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1971,8331,9.03,0.28,0.16,0.02,0.00,8,0,22,,1.112797167,,19.77,164699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1981,7081,8.87,0.24,0.14,0.02,0.00,8,0,22,,1.112797167,,19.77,139989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,1991,8497,9.05,0.29,0.17,0.02,0.00,8,0,22,,1.112797167,,19.77,167985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tower Hamlets,2001,9920,9.20,0.34,0.19,0.03,0.00,8,1,23,,1.163378857,,19.77,196121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Waltham Forest,1801,167,5.12,0.02,0.00,0.01,0.00,28,0,0,,0,,38.82,6500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1811,210,5.35,0.03,0.00,0.01,0.00,28,0,0,,0,,38.82,8165,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1821,238,5.47,0.03,0.00,0.01,0.00,28,0,0,,0,,38.82,9239,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1831,245,5.50,0.03,0.00,0.01,0.00,28,0,0,,0,,38.82,9505,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1841,253,5.53,0.04,0.00,0.01,0.00,28,0,0,,0,,38.82,9806,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1851,277,5.62,0.04,0.01,0.00,0.00,28,0,0,,0,,38.82,10759,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1861,583,6.37,0.08,0.01,0.01,0.00,28,0,0,,0,,38.82,22635,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1871,889,6.79,0.12,0.02,0.01,0.00,28,0,0,,0,,38.82,34512,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1881,1195,7.09,0.17,0.02,0.01,0.00,28,0,0,,0,,38.82,46388,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1891,2394,7.78,0.33,0.05,0.02,0.00,28,0,0,,0,,38.82,92948,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1901,3971,8.29,0.55,0.08,0.02,0.00,28,0,0,,0,,38.82,154146,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1911,6586,8.79,0.91,0.13,0.04,0.00,28,0,0,,0,,38.82,255661,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1921,6893,8.84,0.96,0.14,0.04,0.00,28,0,0,,0,,38.82,267592,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1931,7215,8.88,1.00,0.14,0.03,0.00,28,0,0,,0,,38.82,280094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1941,7063,8.86,0.98,0.14,0.03,0.00,28,0,0,,0,,38.82,274172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1951,6914,8.84,0.96,0.14,0.03,0.00,28,2,2,,0.051519835,,38.82,268383,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1961,6471,8.78,0.90,0.13,0.03,0.00,28,0,2,,0.051519835,,38.82,251205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1971,6057,8.71,0.84,0.12,0.03,0.00,28,2,4,,0.10303967,,38.82,235145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1981,5528,8.62,0.77,0.11,0.03,0.00,28,0,4,,0.10303967,,38.82,214595,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waltham Forest,1991,5606,8.63,0.78,0.11,0.03,0.00,28,0,4,,0.10303967,,38.82,217625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
