Number,Line,Station,Zone,YEAR,AUTHORITY,CLOSED,Cumulative,POP-Density-1871,POP-Density-1881,POP-Density-1891,POP-Density-1901,POP-Density-1911,POP-Density-1921,POP-Density-1931,POP-Density-1941,POP-Density-1951,POP-Density-1961,POP-Density-1971,POP-Density-1981,POP-Density-1991,POP-Density-2001,Distance to City of London (miles),"North of Thames [1,0]",NorthDistance,SouthDistance,Areas (km_),ID-Rail,CumulativeRailStationsAtDate,ID-Tube,CumulativeTubeStationsAtDate,DecadeTube,Rank,PopDensRank1841
42,Piccadilly,"Earl's Court,",1,1906,Kensington and Chelsea,,1,10621,15522,20423,21271,20632,20023,20082,20140,19240,18396,16950,15628,10379,11968,5,1,5,0,12,60,3,29,16,1900,133,8
43,Piccadilly,"Barons Court,",2,1906,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,60,4,29,11,1900,175,10
44,Piccadilly,"Hammersmith,",2,1906,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,60,4,29,11,1900,175,10
87,Bakerloo,Baker Street,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
88,Bakerloo,Regent's Park,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
89,Bakerloo,Oxford Circus ,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
90,Bakerloo,Piccadilly Circus,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
91,Bakerloo,Charing Cross,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
92,Bakerloo,Embankment,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
93,Bakerloo,Waterloo,1,1906,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,60,10,29,6,1900,163,7
95,Bakerloo,Elephant and Castle,1,1906,Southwark,,1,9834,13879,17923,19993,20037,20081,19290,18531,14734,11716,10299,9054,7269,7870,1,0,0,1,29,60,19,29,7,1900,150,6
165,Metropolitan,Rayners Lane,5,1906,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,60,3,29,3,1900,331,30
210,Northern,Leicester Square,1,1906,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,60,5,29,30,1900,19,2
40,Piccadilly,"South Kensington,",1,1907,Kensington and Chelsea,,1,10621,15522,20423,21271,20632,20023,20082,20140,19240,18396,16950,15628,10379,11968,5,1,5,0,12,61,3,30,17,1900,133,8
85,Bakerloo,Edgware Road,1,1907,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,61,5,30,33,1900,19,2
192,Northern,Archway,2,1907,Islington,,1,17901,21395,24889,26770,27275,27789,26989,26212,21813,18152,15630,13460,10600,11668,2,1,2,0,15,61,12,30,10,1900,93,4
193,Northern,Tufnell Park,2,1907,Islington,,1,17901,21395,24889,26770,27275,27789,26989,26212,21813,18152,15630,13460,10600,11668,2,1,2,0,15,61,12,30,10,1900,93,4
194,Northern,Kentish Town,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
200,Northern,Golders Green,3,1907,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,61,8,30,7,1900,292,27
201,Northern,Hampstead,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
202,Northern,Belsize Park,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
203,Northern,Chalk Farm,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
204,Northern,Camden Town,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
205,Northern,Mornington Crescent,2,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
206,Northern,Euston,1,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
207,Northern,Warren Street,1,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
208,Northern,Goodge Street,1,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
209,Northern,Tottenham Court Road,1,1907,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,61,5,30,33,1900,19,2
211,Northern,Charing Cross,1,1907,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,61,5,30,33,1900,19,2
214,Northern,Euston,1,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
215,Northern,King's Cross St. Pancras,1,1907,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,61,15,30,22,1900,105,5
108,Central,Wood Lane,2,1908,Hammersmith and Fulham,1947,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,62,4,31,12,1900,175,10
117,Central,Tottenham Court Road,1,1908,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,62,5,31,34,1900,19,2
161,Metropolitan,Preston Road,4,1908,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,62,7,31,6,1900,255,29
290,Hammersmith and City,Barking ,4,1908,Barking and Dagenham,,1,166,198,231,462,695,1046,1876,3364,3966,4675,4562,4452,4128,4050,9,1,9,0,36,62,3,31,3,1900,325,31
123,Central,Liverpool Street,1,1912,City of London,,1,41568,32085,22602,16878,12557,9343,7525,6061,4200,2911,2199,1663,1770,1485,0,1,0,0,3,65,11,32,17,1910,1,1
309,District,Stamford Brook,2,1912,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,65,4,32,13,1910,175,10
84,Bakerloo,Paddington,1,1913,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,33,35,1910,19,2
164,Metropolitan,West Harrow,5,1913,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,#N/A,#N/A,33,4,1910,331,30
291,East London,Shoreditch,2,1913,Tower Hamlets,2006,1,20744,24767,28791,29587,29243,28904,26763,24783,17085,11778,9906,8331,7081,8497,1,1,1,0,20,#N/A,#N/A,33,20,1910,70,3
292,East London,Whitechapel,2,1913,Tower Hamlets,,1,20744,24767,28791,29587,29243,28904,26763,24783,17085,11778,9906,8331,7081,8497,1,1,1,0,20,#N/A,#N/A,33,20,1910,70,3
212,Northern,Embankment,1,1914,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,34,36,1910,19,2
264,Hammersmith and City,Goldhawk Road,2,1914,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,#N/A,#N/A,34,14,1910,175,10
78,Bakerloo,Willesden Junction,3,1915,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,#N/A,#N/A,35,9,1910,255,29
80,Bakerloo,Queen's Park,2,1915,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,#N/A,#N/A,35,9,1910,255,29
81,Bakerloo,Kilburn Park,2,1915,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,#N/A,#N/A,35,9,1910,255,29
82,Bakerloo,Maida Vale,2,1915,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,35,38,1910,19,2
83,Bakerloo,Warwick Avenue,2,1915,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,35,38,1910,19,2
172,Metropolitan,North Harrow,5,1915,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,#N/A,#N/A,35,5,1910,331,30
79,Bakerloo,Kensal Green,2,1916,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,66,13,36,10,1910,255,29
71,Bakerloo,Harrow and Wealdstone,5,1917,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,67,5,37,6,1910,331,30
72,Bakerloo,Kenton,4,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
73,Bakerloo,South Kenton,4,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
74,Bakerloo,North Wembley,4,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
75,Bakerloo,Wembley Central,4,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
76,Bakerloo,Stonebridge park ,3,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
77,Bakerloo,Harlesden,3,1917,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,67,13,37,16,1910,255,29
86,Bakerloo,Marylebone,1,1917,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,67,5,37,39,1910,19,2
94,Bakerloo,Lambeth North,1,1917,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,67,10,37,7,1910,163,7
103,Central,Ealing Broadway,3,1920,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,38,5,1920,231,22
106,Central,East Acton,2,1920,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,#N/A,#N/A,38,15,1920,175,10
104,Central,West Acton,3,1923,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,39,7,1920,231,22
105,Central,North Acton,3,1923,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,39,7,1920,231,22
162,Metropolitan,Northwick Park,4,1923,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,#N/A,#N/A,39,7,1920,331,30
170,Metropolitan,Hillingdon ,6,1923,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,39,7,1920,305,26
198,Northern,Hendon Central,3,1923,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,#N/A,#N/A,39,9,1920,292,27
199,Northern,Brent Cross,3,1923,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,#N/A,#N/A,39,9,1920,292,27
195,Northern,Edgware,5,1924,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,#N/A,#N/A,40,12,1920,292,27
196,Northern,Burnt Oak,4,1924,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,#N/A,#N/A,40,12,1920,292,27
197,Northern,Colindale,4,1924,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,#N/A,#N/A,40,12,1920,292,27
213,Northern,Waterloo,1,1926,Lambeth,,1,7616,9319,11023,12402,13323,14312,14496,14682,13273,11998,11752,11512,9103,9560,3,0,0,3,27,69,10,42,8,1920,163,7
228,Northern,Clapham South,2,1926,Wandsworth,,1,2177,3470,4764,7105,8934,11234,11528,11831,10947,10129,9430,8781,7363,7737,7,0,0,7,34,69,9,42,5,1920,193,13
229,Northern,Balham,3,1926,Wandsworth,,1,2177,3470,4764,7105,8934,11234,11528,11831,10947,10129,9430,8781,7363,7737,7,0,0,7,34,69,9,42,5,1920,193,13
230,Northern,Tooting Bec,3,1926,Wandsworth,,1,2177,3470,4764,7105,8934,11234,11528,11831,10947,10129,9430,8781,7363,7737,7,0,0,7,34,69,9,42,5,1920,193,13
231,Northern,Tooting Broadway,3,1926,Wandsworth,,1,2177,3470,4764,7105,8934,11234,11528,11831,10947,10129,9430,8781,7363,7737,7,0,0,7,34,69,9,42,5,1920,193,13
232,Northern,Colliers Wood,3,1926,Merton,,1,375,556,736,1099,1682,2576,3250,4102,4630,5227,4974,4733,4390,4568,9,0,0,9,38,69,6,42,6,1920,249,23
233,Northern,South Wimbledon,3,1926,Merton,,1,375,556,736,1099,1682,2576,3250,4102,4630,5227,4974,4733,4390,4568,9,0,0,9,38,69,6,42,6,1920,249,23
234,Northern,Morden,4,1926,Merton,,1,375,556,736,1099,1682,2576,3250,4102,4630,5227,4974,4733,4390,4568,9,0,0,9,38,69,6,42,6,1920,249,23
352,District,Becontree,5,1926,Barking and Dagenham,,1,166,198,231,462,695,1046,1876,3364,3966,4675,4562,4452,4128,4050,9,1,9,0,36,69,3,42,4,1920,325,31
22,Piccadilly,"Arnos Grove,",4,1932,Enfield,,1,326,423,520,834,1254,1885,2157,2469,2962,3554,3405,3263,3129,3201,11,1,11,0,82,73,17,43,1,1930,276,20
23,Piccadilly,"Bounds Green,",3,1932,Haringey,,1,1171,2046,2921,5360,6902,8888,9460,10069,9589,9132,8602,8105,6848,7152,6,1,6,0,30,73,19,43,4,1930,211,18
24,Piccadilly,"Wood Green,",3,1932,Haringey,,1,1171,2046,2921,5360,6902,8888,9460,10069,9589,9132,8602,8105,6848,7152,6,1,6,0,30,73,19,43,4,1930,211,18
25,Piccadilly,"Turnpike Lane,",3,1932,Haringey,,1,1171,2046,2921,5360,6902,8888,9460,10069,9589,9132,8602,8105,6848,7152,6,1,6,0,30,73,19,43,4,1930,211,18
26,Piccadilly,"Manor House,",2,1932,Hackney,,1,9044,13107,17169,19371,19629,19891,19332,18789,16028,13674,12619,11646,9420,9853,4,1,4,0,19,73,12,43,1,1930,162,9
46,Piccadilly,"Acton Town,",3,1932,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,73,12,43,11,1930,231,22
57,Piccadilly,"Ealing Common,",3,1932,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,73,12,43,11,1930,231,22
58,Piccadilly,"North Ealing,",3,1932,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,73,12,43,11,1930,231,22
59,Piccadilly,"Park Royal,",3,1932,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,73,12,43,11,1930,231,22
60,Piccadilly,"Alperton,",4,1932,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,73,13,43,19,1930,255,29
61,Piccadilly,"Sudbury Town ,",4,1932,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,73,13,43,19,1930,255,29
62,Piccadilly,"Sudbury Hill,",4,1932,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,73,5,43,11,1930,331,30
63,Piccadilly,"South Harrow,",5,1932,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,73,5,43,11,1930,331,30
235,Jubilee,Stanmore,5,1932,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,73,5,43,11,1930,331,30
236,Jubilee,Canons Park,5,1932,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,73,5,43,11,1930,331,30
238,Jubilee,Kingsbury,4,1932,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,73,13,43,19,1930,255,29
351,District,Upney ,4,1932,Barking and Dagenham,,1,166,198,231,462,695,1046,1876,3364,3966,4675,4562,4452,4128,4050,9,1,9,0,36,73,3,43,6,1930,325,31
353,District,Dagenham Heathway ,5,1932,Barking and Dagenham,,1,166,198,231,462,695,1046,1876,3364,3966,4675,4562,4452,4128,4050,9,1,9,0,36,73,3,43,6,1930,325,31
19,Piccadilly,"Cockfosters,",5,1933,Enfield,,1,326,423,520,834,1254,1885,2157,2469,2962,3554,3405,3263,3129,3201,11,1,11,0,82,74,17,44,3,1930,276,20
21,Piccadilly,"Southgate,",4,1933,Enfield,,1,326,423,520,834,1254,1885,2157,2469,2962,3554,3405,3263,3129,3201,11,1,11,0,82,74,17,44,3,1930,276,20
31,Piccadilly,"King's Cross,",1,1933,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,74,15,44,24,1930,105,5
37,Piccadilly,"Green Park,",1,1933,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,74,5,44,40,1930,19,2
48,Piccadilly,"Northfields,",3,1933,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,74,12,44,13,1930,231,22
49,Piccadilly,"Boston Manor,",3,1933,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,74,12,44,13,1930,231,22
51,Piccadilly,"Hounslow East : opened May 1,",4,1933,Hounslow,,1,588,764,940,1176,1531,1993,2373,2825,3270,3786,3736,3688,3554,3734,16,1,16,0,56,74,9,44,6,1930,219,16
52,Piccadilly,"Hounslow Central,",4,1933,Hounslow,,1,588,764,940,1176,1531,1993,2373,2825,3270,3786,3736,3688,3554,3734,16,1,16,0,56,74,9,44,6,1930,219,16
53,Piccadilly,"Hounslow West ,",5,1933,Hounslow,,1,588,764,940,1176,1531,1993,2373,2825,3270,3786,3736,3688,3554,3734,16,1,16,0,56,74,9,44,6,1930,219,16
64,Piccadilly,"Rayners Lane,",5,1933,Harrow,,1,147,176,204,242,449,833,1277,1955,2905,4316,4169,4028,3886,4037,15,1,15,0,50,74,5,44,12,1930,331,30
65,Piccadilly,"Eastcote,",5,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
66,Piccadilly,"Ruislip Manor,",6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
67,Piccadilly,"Ruislip,",6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
68,Piccadilly,"Ickenham,",6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
69,Piccadilly,"Hillingdon ,",6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
70,Piccadilly,"Terminus: Uxbridge ,",6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
119,Central,Holborn,1,1933,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,74,15,44,24,1930,105,5
174,Metropolitan,Northwood Hills,6,1933,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,74,6,44,14,1930,305,26
187,Northern,West Finchley ,4,1933,Barnet,,1,261,370,479,674,977,1418,1951,2683,3140,3675,3596,3520,3346,3458,12,1,12,0,87,74,8,44,13,1930,292,27
50,Piccadilly,"Osterley,",4,1934,Hounslow,,1,588,764,940,1176,1531,1993,2373,2825,3270,3786,3736,3688,3554,3734,16,1,16,0,56,#N/A,#N/A,45,7,1930,219,16
237,Jubilee,Queensbury,4,1934,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,#N/A,#N/A,45,20,1930,255,29
357,District,Upminster Bridge,6,1934,Havering,,1,114,127,139,170,221,289,443,678,1063,1666,1919,2210,2136,2071,18,1,18,0,112,#N/A,#N/A,45,3,1930,343,33
47,Piccadilly,"South Ealing,",3,1935,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,75,12,46,14,1930,231,22
355,District,Elm Park ,6,1935,Havering,,1,114,127,139,170,221,289,443,678,1063,1666,1919,2210,2136,2071,18,1,18,0,112,75,6,46,4,1930,343,33
121,Central,St. Paul's,1,1937,City of London,,1,41568,32085,22602,16878,12557,9343,7525,6061,4200,2911,2199,1663,1770,1485,0,1,0,0,3,#N/A,#N/A,47,18,1930,1,1
239,Jubilee,Wembley Park ,4,1939,Brent,,1,341,552,762,1565,2442,3812,4682,5751,6426,7180,6818,6476,5811,5749,12,1,12,0,43,78,14,48,21,1930,255,29
246,Jubilee,Swiss Cottage,2,1939,Camden,,1,13826,15258,16689,17271,16632,16018,15386,14780,13163,11723,10603,9592,7390,8325,4,1,4,0,22,78,15,48,25,1930,105,5
247,Jubilee,St. John's Wood,2,1939,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,78,5,48,41,1930,19,2
20,Piccadilly,"Oakwood,",5,1946,Enfield,,1,326,423,520,834,1254,1885,2157,2469,2962,3554,3405,3263,3129,3201,11,1,11,0,82,#N/A,#N/A,49,4,1940,276,20
112,Central,Queensway,1,1946,Westminster,,1,20776,21866,22956,21547,20571,19640,18455,17345,15570,13988,12436,11062,7630,8730,3,1,3,0,21,#N/A,#N/A,49,42,1940,19,2
124,Central,Bethnal Green,2,1946,Tower Hamlets,,1,20744,24767,28791,29587,29243,28904,26763,24783,17085,11778,9906,8331,7081,8497,1,1,1,0,20,#N/A,#N/A,49,22,1940,70,3
125,Central,Mile End,2,1946,Tower Hamlets,,1,20744,24767,28791,29587,29243,28904,26763,24783,17085,11778,9906,8331,7081,8497,1,1,1,0,20,#N/A,#N/A,49,22,1940,70,3
126,Central,Stratford ,3,1946,Newham,,1,1915,3143,4371,7155,9346,12208,12371,12537,10423,8665,7506,6502,5774,6106,6,1,6,0,36,#N/A,#N/A,49,9,1940,198,14
100,Central,Greenford,4,1947,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,50,17,1940,231,22
101,Central,Perivale,4,1947,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,50,17,1940,231,22
102,Central,Hanger Lane,3,1947,Ealing,,1,441,676,911,1224,1899,2947,3430,3994,4669,5457,5434,5413,5018,5074,10,1,10,0,56,#N/A,#N/A,50,17,1940,231,22
107,Central,White City,2,1947,Hammersmith and Fulham,,1,3510,5190,6870,11302,13644,16474,16823,17180,15776,14486,12875,11444,8818,9517,6,1,6,0,16,#N/A,#N/A,50,16,1940,175,10
127,Central,Leyton,3,1947,Waltham Forest,,1,583,889,1195,2394,3971,6586,6893,7215,7063,6914,6471,6057,5528,5606,12,1,12,0,39,#N/A,#N/A,50,2,1940,227,19
128,Central,Leytonstone,3,1947,Waltham Forest,,1,583,889,1195,2394,3971,6586,6893,7215,7063,6914,6471,6057,5528,5606,12,1,12,0,39,#N/A,#N/A,50,2,1940,227,19
129,Central,Wanstead,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
130,Central,Redbridge,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
131,Central,Gants Hill,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
132,Central,Newbury Park,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
139,Central,Snaresbrook,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
141,Central,Woodford ,4,1947,Redbridge,,1,291,406,521,909,1376,2087,2698,3489,4093,4802,4513,4243,3984,4099,10,1,10,0,56,#N/A,#N/A,50,6,1940,280,24
96,Central,West Ruislip,6,1948,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,51,17,1940,305,26
97,Central,Ruislip Gardens,5,1948,Hillingdon,,1,179,195,212,230,281,344,507,749,1186,1881,1954,2030,1956,2046,19,1,19,0,116,#N/A,#N/A,51,17,1940,305,26
