administrative_district,year,population_density,log_popdens,normalized_local_density,normalized_london_density,share_of_london_pop,tubestationsperperson,map_code,tube_stations_add,tube_stations_cum,train_stations,tube_station_density,train_station_density,area,population,ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,barking_and_dagenham,barnet,bexley,brent,bromley,camden,city_of_london,croydon,ealing,enfield,greenwich,hackney,hammersmith_and_fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington_and_chelsea,kingston_upon_thames,lambeth,lewisham,merton,newham,redbridge,richmond_upon_thames,southwark,sutton,tower_hamlets,waltham_forest,wandsworth,westminster,logtsd,pop_dens_10yearsago,pop_dens_20yearsago,pop_dens_10yearsfuture,pop_dens_20yearsfuture
Lewisham,1851,1183,7.08,0.13,0.02,0.02,0,21,0,0,,0,,35.15,41593,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,927,777,2189,3196
Lewisham,1861,2189,7.69,0.23,0.04,0.02,0,21,0,0,,0,,35.15,76958,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1183,927,3196,4202
Lewisham,1871,3196,8.07,0.34,0.06,0.03,0,21,0,0,,0,,35.15,112324,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2189,1183,4202,4928
Lewisham,1881,4202,8.34,0.45,0.08,0.03,0,21,0,0,,0,,35.15,147689,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3196,2189,4928,6182
Lewisham,1891,4928,8.5,0.53,0.1,0.03,0,21,2,2,,0.056899,,35.15,173229,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,4202,3196,6182,7755
Lewisham,1901,6182,8.73,0.66,0.12,0.03,0,21,0,2,,0.056899,,35.15,217295,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,4928,4202,7755,8507
Lewisham,1911,7755,8.96,0.83,0.15,0.04,0,21,0,2,,0.056899,,35.15,272600,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,6182,4928,8507,9332
Lewisham,1921,8507,9.05,0.91,0.17,0.04,0,21,0,2,,0.056899,,35.15,299022,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,7755,6182,9332,8960
Lewisham,1931,9332,9.14,1,0.18,0.04,0,21,0,2,,0.056899,,35.15,328010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,8507,7755,8960,8604
Lewisham,1941,8960,9.1,0.96,0.18,0.04,0,21,0,2,,0.056899,,35.15,314953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,9332,8507,8604,8120
Lewisham,1951,8604,9.06,0.92,0.17,0.04,0,21,0,2,,0.056899,,35.15,302420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,8960,9332,8120,7664
Lewisham,1961,8120,9,0.87,0.16,0.04,0,21,0,2,,0.056899,,35.15,285431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,8604,8960,7664,6558
Lewisham,1971,7664,8.94,0.82,0.15,0.04,0,21,0,2,,0.056899,,35.15,269401,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,8120,8604,6558,6846
Lewisham,1981,6558,8.79,0.7,0.13,0.03,0,21,0,2,,0.056899,,35.15,230504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,7664,8120,6846,7082
Lewisham,1991,6846,8.83,0.73,0.13,0.03,0,21,0,2,,0.056899,,35.15,240649,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,6558,7664,7082,0
Lewisham,2001,7082,8.87,0.76,0.14,0.03,0,21,0,2,,0.056899,,35.15,248924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0553392,6846,6558,0,0
Merton,1801,128,4.86,0.02,0,0,0,17,0,0,,0,,37.61,4831,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150,171
Merton,1811,150,5.01,0.03,0,0,0,17,0,0,,0,,37.61,5656,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,0,171,177
Merton,1821,171,5.14,0.03,0,0,0,17,0,0,,0,,37.61,6433,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,128,177,196
Merton,1831,177,5.18,0.03,0,0,0,17,0,0,,0,,37.61,6652,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,150,196,195
Merton,1841,196,5.28,0.04,0,0,0,17,0,0,,0,,37.61,7364,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,171,195,375
Merton,1851,195,5.27,0.04,0,0,0,17,0,0,,0,,37.61,7334,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,177,375,556
Merton,1861,375,5.93,0.07,0.01,0,0,17,0,0,,0,,37.61,14118,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,196,556,736
Merton,1871,556,6.32,0.11,0.01,0.01,0,17,0,0,,0,,37.61,20901,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,375,195,736,1099
Merton,1881,736,6.6,0.14,0.01,0.01,0,17,0,0,,0,,37.61,27684,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,556,375,1099,1682
Merton,1891,1099,7,0.21,0.02,0.01,0,17,3,3,,0.079766,,37.61,41318,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0767444,736,556,1682,2576
Merton,1901,1682,7.43,0.32,0.03,0.01,0,17,0,3,,0.079766,,37.61,63273,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0767444,1099,736,2576,3250
Merton,1911,2576,7.85,0.49,0.05,0.01,0,17,0,3,,0.079766,,37.61,96895,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0767444,1682,1099,3250,4102
Merton,1921,3250,8.09,0.62,0.06,0.02,0,17,0,3,,0.079766,,37.61,122245,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0767444,2576,1682,4102,4630
Merton,1931,4102,8.32,0.78,0.08,0.02,0,17,3,6,,0.159532,,37.61,154267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,3250,2576,4630,5227
Merton,1941,4630,8.44,0.89,0.09,0.02,0,17,0,6,,0.159532,,37.61,174151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4102,3250,5227,4974
Merton,1951,5227,8.56,1,0.1,0.02,0,17,0,6,,0.159532,,37.61,196599,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4630,4102,4974,4733
Merton,1961,4974,8.51,0.95,0.1,0.02,0,17,0,6,,0.159532,,37.61,187074,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,5227,4630,4733,4390
Merton,1971,4733,8.46,0.91,0.09,0.02,0,17,0,6,,0.159532,,37.61,178023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4974,5227,4390,4568
Merton,1981,4390,8.39,0.84,0.09,0.02,0,17,0,6,,0.159532,,37.61,165098,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4733,4974,4568,4996
Merton,1991,4568,8.43,0.87,0.09,0.02,0,17,0,6,,0.159532,,37.61,171808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4390,4733,4996,0
Merton,2001,4996,8.52,0.96,0.1,0.03,0,17,0,6,,0.159532,,37.61,187908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1480165,4568,4390,0,0
Newham,1801,245,5.5,0.02,0,0.01,0,27,0,0,,0,,36.22,8875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,308,359
Newham,1811,308,5.73,0.02,0.01,0.01,0,27,0,0,,0,,36.22,11166,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,245,0,359,429
Newham,1821,359,5.88,0.03,0.01,0.01,0,27,0,0,,0,,36.22,13005,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,308,245,429,490
Newham,1831,429,6.06,0.03,0.01,0.01,0,27,0,0,,0,,36.22,15553,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359,308,490,687
Newham,1841,490,6.19,0.04,0.01,0.01,0,27,0,0,,0,,36.22,17758,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,429,359,687,1915
Newham,1851,687,6.53,0.05,0.01,0.01,0,27,0,0,,0,,36.22,24875,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,490,429,1915,3143
Newham,1861,1915,7.56,0.15,0.04,0.02,0,27,0,0,,0,,36.22,69355,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,687,490,3143,4371
Newham,1871,3143,8.05,0.25,0.06,0.03,0,27,0,0,,0,,36.22,113835,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1915,687,4371,7155
Newham,1881,4371,8.38,0.35,0.09,0.03,0,27,1,1,,0.0276091,,36.22,158314,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0272348,3143,1915,7155,9346
Newham,1891,7155,8.88,0.57,0.14,0.05,0,27,0,1,,0.0276091,,36.22,259155,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0272348,4371,3143,9346,12208
Newham,1901,9346,9.14,0.75,0.18,0.05,0,27,0,1,,0.0276091,,36.22,338506,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0272348,7155,4371,12208,12371
Newham,1911,12208,9.41,0.97,0.24,0.06,0,27,7,8,,0.2208724,,36.22,442158,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1995657,9346,7155,12371,12537
Newham,1921,12371,9.42,0.99,0.24,0.06,0,27,0,8,,0.2208724,,36.22,448081,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1995657,12208,9346,12537,10423
Newham,1931,12537,9.44,1,0.25,0.06,0,27,0,8,,0.2208724,,36.22,454096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1995657,12371,12208,10423,8665
Newham,1941,10423,9.25,0.83,0.2,0.05,0,27,0,8,,0.2208724,,36.22,377508,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1995657,12537,12371,8665,7506
Newham,1951,8665,9.07,0.69,0.17,0.04,0,27,1,9,,0.2484815,,36.22,313837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.221928,10423,12537,7506,6502
Newham,1961,7506,8.92,0.6,0.15,0.03,0,27,0,9,,0.2484815,,36.22,271858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.221928,8665,10423,6502,5774
Newham,1971,6502,8.78,0.52,0.13,0.03,0,27,0,9,,0.2484815,,36.22,235496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.221928,7506,8665,5774,6106
Newham,1981,5774,8.66,0.46,0.11,0.03,0,27,0,9,,0.2484815,,36.22,209131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.221928,6502,7506,6106,6729
Newham,1991,6106,8.72,0.49,0.12,0.03,0,27,0,9,,0.2484815,,36.22,221146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.221928,5774,6502,6729,0
Newham,2001,6729,8.81,0.54,0.13,0.03,0,27,3,12,,0.3313087,,36.22,243737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2861624,6106,5774,0,0
Redbridge,1801,87,4.47,0.02,0,0,0,26,0,0,,0,,56.41,4909,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,139
Redbridge,1811,112,4.72,0.02,0,0.01,0,26,0,0,,0,,56.41,6317,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,0,139,152
Redbridge,1821,139,4.93,0.03,0,0.01,0,26,0,0,,0,,56.41,7829,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,87,152,165
Redbridge,1831,152,5.02,0.03,0,0,0,26,0,0,,0,,56.41,8572,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,139,112,165,176
Redbridge,1841,165,5.1,0.03,0,0,0,26,0,0,,0,,56.41,9290,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,139,176,291
Redbridge,1851,176,5.17,0.04,0,0,0,26,0,0,,0,,56.41,9921,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165,152,291,406
Redbridge,1861,291,5.67,0.06,0.01,0.01,0,26,0,0,,0,,56.41,16409,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176,165,406,521
Redbridge,1871,406,6.01,0.08,0.01,0.01,0,26,0,0,,0,,56.41,22897,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,291,176,521,909
Redbridge,1881,521,6.26,0.11,0.01,0.01,0,26,0,0,,0,,56.41,29385,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,406,291,909,1376
Redbridge,1891,909,6.81,0.19,0.02,0.01,0,26,0,0,,0,,56.41,51250,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,521,406,1376,2087
Redbridge,1901,1376,7.23,0.29,0.03,0.01,0,26,0,0,,0,,56.41,77621,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,909,521,2087,2698
Redbridge,1911,2087,7.64,0.43,0.04,0.02,0,26,0,0,,0,,56.41,117735,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1376,909,2698,3489
Redbridge,1921,2698,7.9,0.56,0.05,0.02,0,26,0,0,,0,,56.41,152209,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2087,1376,3489,4093
Redbridge,1931,3489,8.16,0.73,0.07,0.02,0,26,0,0,,0,,56.41,196790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2698,2087,4093,4802
Redbridge,1941,4093,8.32,0.85,0.08,0.03,0,26,0,0,,0,,56.41,230876,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3489,2698,4802,4513
Redbridge,1951,4802,8.48,1,0.09,0.03,0,26,12,12,,0.2127282,,56.41,270876,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,4093,3489,4513,4243
Redbridge,1961,4513,8.41,0.94,0.09,0.03,0,26,0,12,,0.2127282,,56.41,254605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,4802,4093,4243,3984
Redbridge,1971,4243,8.35,0.88,0.08,0.03,0,26,0,12,,0.2127282,,56.41,239337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,4513,4802,3984,4099
Redbridge,1981,3984,8.29,0.83,0.08,0.03,0,26,0,12,,0.2127282,,56.41,224724,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,4243,4513,4099,4230
Redbridge,1991,4099,8.32,0.85,0.08,0.03,0,26,0,12,,0.2127282,,56.41,231198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,3984,4243,4230,0
Redbridge,2001,4230,8.35,0.88,0.08,0.03,0,26,0,12,,0.2127282,,56.41,238628,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1928726,4099,3984,0,0
